Produit,Allergène,Score,Lien,pix,Description,composition
DR OETKER     Casa Di Mama pizza aux 4 fromages 410g,"ble, eau, fromage mozzarella, fromage edam, creme, fromage emmental, fromage bleu ",D,https://www.auchan.fr/dr-oetker-casa-di-mama-pizza-aux-4-fromages/pr-C1172113,591,na,na
17 AUCHAN     Pizza chèvre et lardons cuite au feu de bois 400g,"presence de   ble ou hybrides et produits a base de ces cereales,lait et produits a base de lait  y compris lactose traces de   poissons et produits a base de poissons",D,https://www.auchan.fr/auchan-pizza-chevre-et-lardons-cuite-au-feu-de-bois/pr-C1173201,592,na,na
DR OETKER     Ristorante pizza spéciale salami jambon champignons 345g,"ble, fromage  mozzarella, edam ",C,https://www.auchan.fr/dr-oetker-ristorante-pizza-speciale-salami-jambon-champignons/pr-C1485297,593,na,na
SOLE MIO     Pizza aux 6 légumes saveur provençale cuite au feu de bois 400g,"gluten, epeautre, lait",C,https://www.auchan.fr/sole-mio-pizza-aux-6-legumes-saveur-provencale-cuite-au-feu-de-bois/pr-C1308191,594,na,na
SOLE MIO     Pizza chorizo poivron rouge fromage cuite au feu de bois 460g,"lait, cereales contenant du gluten",na,https://www.auchan.fr/sole-mio-pizza-chorizo-poivron-rouge-fromage-cuite-au-feu-de-bois/pr-C1308189,595,na,na
15 AUCHAN     Pommes de terre grenaille 450g,"traces de   ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,oeufs et produits a base  oeufs,poissons et produits a base de poissons,soja et produits a base de soja",B,https://www.auchan.fr/auchan-pommes-de-terre-grenaille/pr-C1175663,596,na,na
38 AUCHAN     Pommes de terre rissolées 1kg,"presence de   ble ou hybrides et produits a base de ces cerealesabsence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,arachides et produits a base  arachides,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,soja et produits a base de soja",A,https://www.auchan.fr/auchan-pommes-de-terre-rissolees/pr-C1176378,597,na,na
14 AUCHAN     Pommes de terre rissolées dorées et croustillantes 450g,"presence de   ble ou hybrides et produits a base de ces cerealesabsence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,arachides et produits a base  arachides,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,soja et produits a base de soja",A,https://www.auchan.fr/auchan-pommes-de-terre-rissolees-dorees-et-croustillantes/pr-C1176380,598,na,na
MCCAIN     Pommes de terre rissolées bio 500g,na,A,https://www.auchan.fr/mccain-pommes-de-terre-rissolees-bio/pr-C1258456,599,na,na
6 AUCHAN BIO     Pommes de terre rissolées 600g,na,B,https://www.auchan.fr/auchan-bio-pommes-de-terre-rissolees/pr-C1173237,600,na,na
AUCHAN     Pommes de terre rôtissoire 600g,na,na,https://www.auchan.fr/auchan-pommes-de-terre-rotissoire/pr-C1172423,601,na,na
52 AUCHAN     Pommes de terre sautées à la sarladaise 600g,na,C,https://www.auchan.fr/auchan-pommes-de-terre-sautees-a-la-sarladaise/pr-C1176457,602,na,na
9 FINDUS     Pommes de terre rissolées dorées et croustillantes 500g,na,A,https://www.auchan.fr/findus-pommes-de-terre-rissolees-dorees-et-croustillantes/pr-C1177403,603,na,na
16 AUCHAN     Pommes de terre sautées 1kg,presence de   ble ou hybrides et produits a base de ces cereales,A,https://www.auchan.fr/auchan-pommes-de-terre-sautees/pr-C1176379,604,na,na
"9 FINDUS     Pommes de terre rissolées dorées et croustillantes 1,1kg",na,na,https://www.auchan.fr/findus-pommes-de-terre-rissolees-dorees-et-croustillantes/pr-C1173183,605,na,na
11 AUCHAN ESSENTIEL     Pommes de terre rissolées 1kg,na,B,https://www.auchan.fr/auchan-essentiel-pommes-de-terre-rissolees/pr-C1178266,606,na,na
11 AUCHAN     Pommes de terre rissolées rustiques 750g,traces de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so ,A,https://www.auchan.fr/auchan-pommes-de-terre-rissolees-rustiques/pr-C1175661,607,na,na
POM BISTRO     Authentique pommes de terre rissolées 500g4 portions,"contient  laitpeut contenir des traces de   gluten, crustace, oeuf, poisson, soja, lait, fruits a coque, celeri, moutarde, et mollusque",na,https://www.auchan.fr/pom-bistro-authentique-pommes-de-terre-rissolees/pr-C1172144,608,na,na
3 MCCAIN     Pommes de terre rissolées 1kg,na,A,https://www.auchan.fr/mccain-pommes-de-terre-rissolees/pr-C1176015,609,na,na
POM BISTRO     Pommes de terre sarladaises aux cèpes  500g3/4 personnes,na,na,https://www.auchan.fr/pom-bistro-pommes-de-terre-sarladaises-aux-cepes/pr-C1171990,610,na,na
4 AUCHAN     Quarters potatoes aux herbes 700g,"presence de   ble ou hybrides et produits a base de ces cerealesabsence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,arachides et produits a base  arachides,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,soja et produits a base de soja",A,https://www.auchan.fr/auchan-quarters-potatoes-aux-herbes/pr-C1176651,611,na,na
23 AUCHAN     Quarters potatoes 1kg,"presence de   ble ou hybrides et produits a base de ces cerealesabsence de   anhydride sulfureux et sulfites en concentrations de plus de    mg/kg ou    mg/litre expr  en so,arachides et produits a base  arachides,celeri et produits a base de celeri,crustaces et produits a base de crustaces,graines de sesame et produits a base de graines de sesame,lait et produits a base de lait  y compris lactose,lupin et produits a base de lupin,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa,oeufs et produits a base  oeufs,pistaches  pistacia vera, et produits a base de pistaches,poissons et produits a base de poissons,soja et produits a base de soja",B,https://www.auchan.fr/auchan-quarters-potatoes/pr-C1177610,612,na,na
AUCHAN     Les potatoes bistro 600g,"traces de   ble ou hybrides et produits a base de ces cereales,celeri et produits a base de celeri,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,oeufs et produits a base  oeufs,poissons et produits a base de poissons,soja et produits a base de soja",A,https://www.auchan.fr/auchan-les-potatoes-bistro/pr-C1441970,613,na,na
MCCAIN     Country potatoes aux herbes 780g,gluten,A,https://www.auchan.fr/mccain-country-potatoes-aux-herbes/pr-C1172414,614,na,na
MCCAIN     Signature Potato pops 650g,na,B,https://www.auchan.fr/mccain-signature-potato-pops/pr-C1443914,615,na,na
MCCAIN     L'Original Potatoes sachet 780g,gluten,A,https://www.auchan.fr/mccain-l-original-potatoes-sachet/pr-C1172415,616,na,na
MCCAIN     Signature Crunchy petals 650g,pois,A,https://www.auchan.fr/mccain-signature-crunchy-petals/pr-C1443917,617,na,na
33 AUCHAN     Pommes de terre duchesse 750g,presence de   oeufs et produits a base  oeufs,B,https://www.auchan.fr/auchan-pommes-de-terre-duchesse/pr-C1176382,618,na,na
37 AUCHAN     Pommes de terre noisettes 1kg,na,B,https://www.auchan.fr/auchan-pommes-de-terre-noisettes/pr-C1176389,619,na,na
POM BISTRO     Pommes de terres rissolées cuisinées à la graisse de canard 500g,"peut contenir des traces de   lait et derives, gluten, oeuf, mollusque, crustace, poisson, soja, fruits a coque, celeri, sesame et moutarde ",na,https://www.auchan.fr/pom-bistro-pommes-de-terres-rissolees-cuisinees-a-la-graisse-de-canard/pr-C1172773,620,na,na
FINDUS     Créations festives Pommes duchesses à la truffe 420g,na,B,https://www.auchan.fr/findus-creations-festives-pommes-duchesses-a-la-truffe/pr-C1424551,621,na,na
MCCAIN     Pomme duchesse 750g,na,B,https://www.auchan.fr/mccain-pomme-duchesse/pr-C1172779,622,na,na
MCCAIN     Pommes de terre dauphine 600g,"oeufs, gluten",C,https://www.auchan.fr/mccain-pommes-de-terre-dauphine/pr-C1172778,623,na,na
44 AUCHAN     Pommes de terre dauphine 750g,"presence de   ble ou hybrides et produits a base de ces cereales,oeufs et produits a base  oeufs",C,https://www.auchan.fr/auchan-pommes-de-terre-dauphine/pr-C1176459,624,na,na
14 FINDUS     Pommes de terre noisettes 400g,gluten,B,https://www.auchan.fr/findus-pommes-de-terre-noisettes/pr-C1177404,625,na,na
"2           Beignet de crevette 1,65kg 50 pièces1,65kg",na,na,https://www.auchan.fr/beignet-de-crevette-1-65kg/pr-98500080,626,na,na
"2           Beignet de morue 1,5kg 50 pièces1,5kg",na,na,https://www.auchan.fr/beignet-de-morue-1-5kg/pr-98500082,627,na,na
113 AUCHAN     Tranche de cabillaud sans arête 400g4 pièces,presence de   poissons et produits a base de poissons,na,https://www.auchan.fr/auchan-tranche-de-cabillaud-sans-arete/pr-C1178327,628,na,na
15           Filet de pangas 500g,na,na,https://www.auchan.fr/filet-de-pangas/pr-C1173430,629,na,na
COMPAGNIE DES PECHES     Filets de loup de mer sans peau en portions 800g,poisson,na,https://www.auchan.fr/compagnie-des-peches-filets-de-loup-de-mer-sans-peau-en-portions/pr-C1362950,630,na,na
6           Filet de petits merlus blancs 1kg,poisson,na,https://www.auchan.fr/filet-de-petits-merlus-blancs/pr-C1178292,631,na,na
> 200 AUCHAN     Filet de cabillaud 800g,poisson,na,https://www.auchan.fr/auchan-filet-de-cabillaud/pr-C1178329,632,na,na
12 AUCHAN     Médaillon de saumon d'Atlantique 140g,poisson,na,https://www.auchan.fr/auchan-medaillon-de-saumon-d-atlantique/pr-C1176916,633,na,na
28 AUCHAN     Filet de rouget barbet sans arête 300g,poisson,na,https://www.auchan.fr/auchan-filet-de-rouget-barbet-sans-arete/pr-C1176858,634,na,na
70 AUCHAN     Colin d'Alaska sans arête 400g4 pièces,presence de   poissons et produits a base de poissons,na,https://www.auchan.fr/auchan-colin-d-alaska-sans-arete/pr-C1178344,635,na,na
30 AUCHAN     Filet de sole sauvage 500g,poisson,A,https://www.auchan.fr/auchan-filet-de-sole-sauvage/pr-C1178312,636,na,na
2 FINDUS     Filet de saumon keta sauvage du Pacifique MSC 400g4 pièces,poisson,A,https://www.auchan.fr/findus-filet-de-saumon-keta-sauvage-du-pacifique-msc/pr-C1173674,637,na,na
51 FINDUS     Dos de cabillaud sans arête MSC 4x110g4 pièces,poisson,A,https://www.auchan.fr/findus-dos-de-cabillaud-sans-arete-msc/pr-C1174412,638,na,na
59 POUCE     Pavé de saumon sauvage du Pacifique 250g2 pièces,poisson,na,https://www.auchan.fr/pouce-pave-de-saumon-sauvage-du-pacifique/pr-C1176784,639,na,na
101           Pavé de saumon bio Atlantique avec peau sans arêtes 250g2 pièces,poisson,na,https://www.auchan.fr/pave-de-saumon-bio-atlantique-avec-peau-sans-aretes/pr-C1174944,640,na,na
21 FINDUS     Filet de cabillaud sans arête MSC 400g4 pièces,poisson,A,https://www.auchan.fr/findus-filet-de-cabillaud-sans-arete-msc/pr-C1174410,641,na,na
97           Saumon sauvage du Pacifique sans peau sans arêtes 250g2 pièces,poisson,na,https://www.auchan.fr/saumon-sauvage-du-pacifique-sans-peau-sans-aretes/pr-C1174625,642,na,na
3 COMPAGNIE DES PECHES     Dos de cabillaud sauvage sans arête filière responsable 450g4 pièces,poisson,na,https://www.auchan.fr/compagnie-des-peches-dos-de-cabillaud-sauvage-sans-arete-filiere-responsable/pr-C1172317,643,na,na
76 AUCHAN ESSENTIEL     Filet de colin d'Alaska sans arête 1kg,poisson,na,https://www.auchan.fr/auchan-essentiel-filet-de-colin-d-alaska-sans-arete/pr-C1177748,644,na,na
4           Steak de thon Albacore 500g4 pièces,poisson,na,https://www.auchan.fr/steak-de-thon-albacore/pr-C1176040,645,na,na
22 AUCHAN     Coeur de filet de merlu blanc du cap sans arête 4 pièces400g,presence de   poissons et produits a base de poissons,A,https://www.auchan.fr/auchan-coeur-de-filet-de-merlu-blanc-du-cap-sans-arete/pr-31771,646,na,na
Filets de cabillaud avec peau 800g,na,na,https://www.auchan.fr/filets-de-cabillaud-avec-peau/pr-C1362952,647,na,na
8           Queue de lotte sachet 600g3 pièces,poisson,na,https://www.auchan.fr/queue-de-lotte-sachet/pr-C1175402,648,na,na
1 GELNIC     Sardines entières crues 1kg,poisson,na,https://www.auchan.fr/gelnic-sardines-entieres-crues/pr-C1176921,649,na,na
> 200 AUCHAN     Pavé de saumon d'Atlantique sans arête  sans peau 250g2 pièces,poisson,na,https://www.auchan.fr/auchan-pave-de-saumon-d-atlantique-sans-arete-sans-peau/pr-C1173611,650,na,na
3 AUCHAN     Cœur de filets de cabillaud sans arêtes 220g2 portions,poisson,na,https://www.auchan.fr/auchan-coeur-de-filets-de-cabillaud-sans-aretes/pr-C1172330,651,na,na
AUCHAN     Filet de cabillaud 800g8 portions,poisson,na,https://www.auchan.fr/auchan-filet-de-cabillaud/pr-C1172790,652,na,na
80           Filet de cabillaud de Norvège sans arête 1kg,poisson,na,https://www.auchan.fr/filet-de-cabillaud-de-norvege-sans-arete/pr-C1174056,653,na,na
Saku de saumon de l'Atlantique sans arêtes sans peau 175g 175g,poisson,na,https://www.auchan.fr/saku-de-saumon-de-l-atlantique-sans-aretes-sans-peau-175g/pr-C1312056,654,na,na
AUCHAN     Tranche pané de colin d'Alaska à la tomate MSC 600g8 pièces,"presence de   ble ou hybrides et produits a base de ces cereales,poissons et produits a base de poissonstraces de   celeri et produits a base de celeri,crustaces et produits a base de crustaces,lait et produits a base de lait  y compris lactose,mollusques et produits a base de mollusques,moutarde et produits a base de moutarde,oeufs et produits a base  oeufs,soja et produits a base de soja",A,https://www.auchan.fr/auchan-tranche-pane-de-colin-d-alaska-a-la-tomate-msc/pr-C1173177,655,na,na
AUCHAN     Bâtonnet 100% fruits mangue et passion sans sucres ajoutés 240g4 pièces,"traces de   amandes  amygdalus communis l ,arachides et produits a base  arachides,avoine ou hybrides et produits a base de ces cereales,ble ou hybrides et produits a base de ces cereales,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa ",A,https://www.auchan.fr/auchan-batonnet-100-fruits-mangue-et-passion-sans-sucres-ajoutes/pr-C1361979,656,na,na
AUCHAN     Bâtonnet 100% fruits à la fraise sans sucres ajoutés 240g4 bâtonnets,"traces de   amandes  amygdalus communis l ,arachides et produits a base  arachides,avoine ou hybrides et produits a base de ces cereales,ble ou hybrides et produits a base de ces cereales,noisettes  corylus avellana, et produits a base de noisettes,noix  juglans regia, et produits a base de noix,noix de cajou et produits a base de noix de cajou  anacardium occidentale,noix de macadamia et noix du queensland, et produits a base de ces noix  macadamia ternifolia,noix de pecan et produits a base de noix de pecan [carya illinoiesis  wangenh   k  koch],noix du bresil et produits a base de noix du bresil  bertholletia excelsa ",A,https://www.auchan.fr/auchan-batonnet-100-fruits-a-la-fraise-sans-sucres-ajoutes/pr-C1361978,657,na,na
AUCHAN BIO     Sorbet mangue 586g,traces de   oeufs et produits a base  oeufs,C,https://www.auchan.fr/auchan-bio-sorbet-mangue/pr-C1172104,658,na,na
Moelleux au chocolat 450gà consommer jusqu'au 10 mai 2022,na,na,https://www.auchan.fr/moelleux-au-chocolat/pr-C1417216,659,na,na
LES PAINS PERENES     	Baguette cuite surgelée 220g,gluten ,na,https://www.auchan.fr/les-pains-perenes-baguette-cuite-surgelee/pr-C1401898,660,na,na
LES PAINS PERENES     Demi baguette cuite surgelée 110g,gluten,na,https://www.auchan.fr/les-pains-perenes-demi-baguette-cuite-surgelee/pr-C1389088,661,na,na
KINDER     Bueno cônes glacés aux noisettes et chocolat blanc 248g4 pièces,"lait, froment, noisette, soja, blepeut contenir oeuf, amandes, noix, noix de pecan, pistaches, noix de macadamia ",na,https://www.auchan.fr/kinder-bueno-cones-glaces-aux-noisettes-et-chocolat-blanc/pr-C1479514,662,na,na
KINDER     Bueno cônes glacés aux noisettes et chocolat au lait 248g4 pièces,"lait, soja, noisettes, blepeut contenir oeuf, amandes, noix, noix de pecan, pistaches, noix de macadamia ",na,https://www.auchan.fr/kinder-bueno-cones-glaces-aux-noisettes-et-chocolat-au-lait/pr-C1479515,663,na,na
29 EXTREME     Cônes glacés vanille pépites de nougatine 568g8 pièces,"lait, ble, lactose, soja, amandes",na,https://www.auchan.fr/extreme-cones-glaces-vanille-pepites-de-nougatine/pr-C1177279,664,na,"    lait ecreme rehydrate, sucre, graisses et huiles vegetales  noix de coco, tournesol, eau, farine de ble, sirop de glucose, lactose et proteines de lait,  cacao maigre en poudre   , amandes   ,  emulsifiants  lecithines  soja, mono et diglycerides  acides gras , gelifiants  gomme guar, farine de graines de caroube, aromes naturels de vanille, colorant  carotenoides, gousses de vanille broyees epuisees, sel    origine vegetale "
21 EXTREME     Cône glacé fraise et vanille 568g8 pièces,lait  ble  lactose  soja,na,https://www.auchan.fr/extreme-cone-glace-fraise-et-vanille/pr-C1177262,665,na,"    eau, sucre,  puree de fraise   , graisses et huiles vegetales  noix de coco, tournesol, lait ecreme rehydrate, farine de ble,  sirop de glucose,  lactose et proteines de lait,  cacao maigre en poudre,  emulsifiants  lecithines  soja, mono  et diglycerides  acides gras , gelifiants  farine de graines de caroube, gomme guar, pectines,  concentres de betterave rouge et de raisin,  amidon modifie,  puree concentree de cassis   ,  jus concentres de citron vert et de carotte noire,  humectant  glycerol,  puree concentree de framboise   ,  acidifiant  acide citrique,  sel,  arome naturel de vanille,  aromes naturels,  correcteur  acidite  citrates de sodium,  colorant  carotenes     origine vegetale "
3 NESTLE     Extrême Cônes glacés extrême citron et framboise 568g x8568g,ble  soja  lactose  lait ,na,https://www.auchan.fr/nestle-extreme-cones-glaces-extreme-citron-et-framboise-568g/pr-19938,666,na,na
18 EXTREME     Cônes glacés chocolat pistache 568g8 pièces,lait  ble  lactose  amandes  soja  pistache  ,na,https://www.auchan.fr/extreme-cones-glaces-chocolat-pistache/pr-C1177268,667,na,"    eau, lait ecreme rehydrate, sucre, graisses et huiles vegetales  noix de coco, tournesol, farine de ble, sirop de glucose, lactose et proteines de lait, chocolat en poudre      sucre, cacao en poudre, cacao maigre en poudre   , morceaux  amandes   , emulsifiants  mono  et diglycerides  acides gras, lecithines  soja , gelifiants  farine de graines de caroube, gomme guar, pate de pistache   , sirop de sucre caramelise, arome naturel, sel    origine vegetale "
30 EXTREME     Cônes glacés l'original chocolat pépites de nougatine 568g8 pièces,"lait, ble, lactose, amandes, soja, laitiere  peut contenir   arachides, autres fruits a coque, oeufs et autres cereales a gluten ",na,https://www.auchan.fr/extreme-cones-glaces-l-original-chocolat-pepites-de-nougatine/pr-C1177280,668,na,"    eau, sucre, lait ecreme rehydrate, graisses et huiles vegetales  noix de coco, tournesol, farine de ble, sirops de glucose, cacao maigre en poudre     , lactose, et proteines de lait, cacao en poudre, amandes      , emulsifiants  lecithines  soja, mono  et diglycerides  acides gras, polyricinoleate de polyglycerol , gelifiants  farine de graines de caroube, gomme guar, pate de cacao, beurre de cacao, sirop de sucre caramelise, amidon modifie, matiere grasse laitiere anhydre, lait ecreme en poudre, sel, arome naturel de vanille    origine vegetale    de chocolat lait dans la glace au chocolat au lait      de chocolat noir dans la glace au chocolat noir        de chocolat dans la sauce chocolat    certifie rainforest alliance "
6 EXTREME     Cônes sorbet fruits rouges 568g8 pièces,ble  soja  lactose  lait ,na,https://www.auchan.fr/extreme-cones-sorbet-fruits-rouges/pr-C1176746,669,na,na
HAAGEN DAZS     Bâtonnet glacé vanille Macadamia enrobé chocolat lait 280g4 pièces,"lait, oeuf, soja, noix de macadamia",E,https://www.auchan.fr/haagen-dazs-batonnet-glace-vanille-macadamia-enrobe-chocolat-lait/pr-C1172173,670,na,na
HAAGEN DAZS     Bâtonnet vanille caramel  enrobé de chocolat au lait et amandes 280g4 pièces,"lait, oeuf, amandes, soja",E,https://www.auchan.fr/haagen-dazs-batonnet-vanille-caramel-enrobe-de-chocolat-au-lait-et-amandes/pr-C1172174,671,na,na
MAGNUM     Bâtonnet glacé caramel salé avec éclats d'amandes 296g4 pièces,"soja, lait, lactose, beurre, amandes",D,https://www.auchan.fr/magnum-batonnet-glace-caramel-sale-avec-eclats-d-amandes/pr-C1172029,672,na,na
MAGNUM     Bâtonnet glacé double chocolat noisette 292g4 pièces,"soja, noisettes, lait, lactose, beurre",na,https://www.auchan.fr/magnum-batonnet-glace-double-chocolat-noisette/pr-C1353313,673,na,na
1 NUII     Bâtonnet glacé vanille et cranberries 268g4 pièces,"lait, lactose, soja",na,https://www.auchan.fr/nuii-batonnet-glace-vanille-et-cranberries/pr-C1172878,674,na,na
NUII     Bâtonnet glacé texan pecan chocolat avec caramel 264g4 pièces,"lait, creme, noix de pecan, soja, malt  orge, ble   ",na,https://www.auchan.fr/nuii-batonnet-glace-texan-pecan-chocolat-avec-caramel/pr-C1353314,675,na,na
3 HAAGEN DAZS     mini bâtonnets vanille caramel amande et chocolat 220g,"lait, oeufs, soja, amandes",E,https://www.auchan.fr/haagen-dazs-mini-batonnets-vanille-caramel-amande-et-chocolat/pr-C1172126,676,na,na
FERRERO ROCHER     Bâtonnet glacé noisette et chocolat noir 240g4 pièces,"lait, noisettes, soja, lactoserum",na,https://www.auchan.fr/ferrero-rocher-batonnet-glace-noisette-et-chocolat-noir/pr-C1343371,677,na,na
10 NUII     Bâtonnet glacé peanut butter 272g4 pièces,"lait, lactose, arachide, soja",na,https://www.auchan.fr/nuii-batonnet-glace-peanut-butter/pr-C1172880,678,na,na
10 MAGNUM     Bâtonnet glacé vanille enrobé de chocolat blanc 632g8 pièces,"lait, lactose, beurre",na,https://www.auchan.fr/magnum-batonnet-glace-vanille-enrobe-de-chocolat-blanc/pr-C1176454,679,na,na
NUII     New York - Bâtonnets glacés aux cookies et crème 268g4 pièces,"creme  lait  ble  lactoserum  soja  peut contenir   arachides, amandes, noisettes, noix, noix de pecan, noix du bresil, pistaches, noix de macadamia, oeufs et autres cereales contenant du gluten ",na,https://www.auchan.fr/nuii-new-york-batonnets-glaces-aux-cookies-et-creme/pr-C1478560,680,na,na
1 NUII     Mini bâtonnet glacé vanille caramel beurre salé et macadamia 257g6 pièces,lait  noix de macadamia  lactose  soja  ,na,https://www.auchan.fr/nuii-mini-batonnet-glace-vanille-caramel-beurre-sale-et-macadamia/pr-C1172184,681,na,na
108 MAGNUM     Magnum Bâtonnet glacé à la vanille et au chocolat 316g 316g4 pièces,"soja, lait, lactose, beurre",na,https://www.auchan.fr/magnum-magnum-batonnet-glace-a-la-vanille-et-au-chocolat-316g/pr-48397,682,na,na
8 NUII     Bâtonnet glacé à la vanille et aux amandes 268g4 pièces,"lait, lactose, amandes, soja",na,https://www.auchan.fr/nuii-batonnet-glace-a-la-vanille-et-aux-amandes/pr-C1172877,683,na,na
HAAGEN DAZS     Mini bâtonnets glacés caramel et macadamia 220g6 pièces,"lait, oeufs, soja, noix de macadamia",E,https://www.auchan.fr/haagen-dazs-mini-batonnets-glaces-caramel-et-macadamia/pr-C1172124,684,na,na
9 NUII     Bâtonnet glacé salted caramel et Australian macadamia 272g4 pièces,"lait, lactose, noix de macadamia, soja",na,https://www.auchan.fr/nuii-batonnet-glace-salted-caramel-et-australian-macadamia/pr-C1172875,685,na,na
STARBUCKS     Capsules de café house blend lungo intensité 8 compatibles Nespresso 57g10 capsules,na,na,https://www.auchan.fr/starbucks-capsules-de-cafe-house-blend-lungo-intensite-8-compatibles-nespresso/pr-C1271602,686,na,na
5 STARBUCKS     Capsules de café Colombie intensité 7 compatibles Nespresso 57g10 capsules,na,na,https://www.auchan.fr/starbucks-capsules-de-cafe-colombie-intensite-7-compatibles-nespresso/pr-C1271646,687,na,na
L'OR     Capsules de café forza intensité 9 compatibles Nespresso maxi pack 208g40 capsules,na,na,https://www.auchan.fr/l-or-capsules-de-cafe-forza-intensite-9-compatibles-nespresso-maxi-pack/pr-C1267503,688,"donnez libre cours a la puissance impetueuse de l’or espresso forza, un espresso pur, massif et complexe a l’alchimie d’aromes evoquant le chene et la reglisse, illumine par sa delicate mousse ambree ",na
L'OR ESPRESSO     Capsules de café splendente intensité 7 compatibles Nespresso 208g40 dosettes,na,na,https://www.auchan.fr/l-or-espresso-capsules-de-cafe-splendente-intensite-7-compatibles-nespresso/pr-C1270271,689,na,na
L'OR ESPRESSO     Capsules de café or absolu compatibles Nespresso intensité 9 20 capsules104g,na,na,https://www.auchan.fr/l-or-espresso-capsules-de-cafe-or-absolu-compatibles-nespresso-intensite-9/pr-C1269098,690,na,na
1 STARBUCKS     Capsules de café espresso roast décaféiné intensité 11 compatibles Nespresso 57g10 capsules,na,na,https://www.auchan.fr/starbucks-capsules-de-cafe-espresso-roast-decafeine-intensite-11-compatibles-nespresso/pr-C1271643,691,na,na
3 STARBUCKS     Caspules de café blonde espresso roast intensité 6 compatibles Nespresso 53g10 capsules,na,na,https://www.auchan.fr/starbucks-caspules-de-cafe-blonde-espresso-roast-intensite-6-compatibles-nespresso/pr-C1271644,692,na,na
