Produit,Allergène,Score,Lien,pix,Description,composition
GLISS     Shampooing Ultimate huile précieuse cheveux fragilisés et cassants 250ml,na,na,https://www.auchan.fr/gliss-shampooing-ultimate-huile-precieuse-cheveux-fragilises-et-cassants/pr-C1245503,5762,na,na
3 PETROLE HAHN     Shampooing antipelliculaire cheveux gras 250ml,na,na,https://www.auchan.fr/petrole-hahn-shampooing-antipelliculaire-cheveux-gras/pr-C1243631,5763,na,na
12 FRANCK PROVOST     Expert Réparation shampooing cheveux abîmés et cassants 750ml,na,na,https://www.auchan.fr/franck-provost-expert-reparation-shampooing-cheveux-abimes-et-cassants/pr-C1163730,5764,"shampooing professionnel a  huiledejojoba pour les cheveux abimes, cassants et fourchus  resultat   des cheveux restructures et renforces de la racine jusqu'aux pointes ",na
11 ULTRA DOUX     Shampooing enfants cerise & amande douce 250ml,na,na,https://www.auchan.fr/ultra-doux-shampooing-enfants-cerise-amande-douce/pr-C1244312,5765,"shampooing enfants sans silicone, sans colorant sans paraben garnier ultra doux a la cerise et a  amande douce pour cheveux longs  resultat   les cheveux sont doux, demeles et brillants  ils sont plus faciles a coiffer et sentent bon la cerise !",na
47 ULTRA DOUX     Shampooing argan & camélia cheveux secs et ternes 250ml,benzyl alcohol • cinnamal • citronellol • geraniol • hexyl cinnamal • linalool • limonene,na,https://www.auchan.fr/ultra-doux-shampooing-argan-camelia-cheveux-secs-et-ternes/pr-C1163311,5766,"shampooing merveilleux garnier ultra doux aux huiles  argan et de camelia pour cheveux secs  resultat   immediatement la merveille opere   nourris jusqu'aux pointes, vos cheveux retrouvent souplesse et douceur  ils redeviennent brillants, facile a coiffer et resplendissent de beaute !",na
ELSEVE     Shampooing liss-intense disciplinant huile argan cheveux secs 290ml,na,na,https://www.auchan.fr/elseve-shampooing-liss-intense-disciplinant-huile-argan-cheveux-secs/pr-C1306465,5767,"shampoing disciplinant pour cheveux difficiles a lisser, enrichi en huile  argan pour des cheveux  x plus lisses  et une action anti frizz   h     test instrumental apres application du shampoing + demelant de la gamme |• flacon en plastique   recycle  et recyclable|• fabrique en france|• dans une usine neutre en carbone| hors colorants et bouchon  resultats ?    des cheveux  x plus lisses    une action anti frizz   h  pour un lissage durable     une nutrition intense   test instrumental apres application du shampoing + demelant de la gamme ",na
47 ULTRA DOUX     Shampooing reconstituant miel cheveux fragiles et cassants 250ml,benzyl alcohol • coumarin • limonene • benzyl salicylate,na,https://www.auchan.fr/ultra-doux-shampooing-reconstituant-miel-cheveux-fragiles-et-cassants/pr-C1163312,5768,"shampooing reconstituant garnier ultra doux a la gelee royale, au miel et a la propolis pour cheveux fragiles ou cassants  resultat   mieux nourris, mieux proteges et repares jusqu’aux pointes, vos cheveux sont renforces  ils sont plus resistants et plus brillants, vraiment plus faciles a coiffer  doux au toucher, ils rayonnent de beaute ",na
2 LE PETIT MARSEILLAIS     Brillance Lumière Shampooing coquelicot et pamplemousse cheveux ternes 250ml,na,na,https://www.auchan.fr/le-petit-marseillais-brillance-lumiere-shampooing-coquelicot-et-pamplemousse-cheveux-ternes/pr-C1165558,5769,na,na
"11 ULTRA DOUX     Shampooing démêlant vanille & papaye cheveux longs, pointes fragiles 250ml",cinnamal • citronellol • hexyl cinnamal • linalool • limonene,na,https://www.auchan.fr/ultra-doux-shampooing-demelant-vanille-papaye-cheveux-longs-pointes-fragiles/pr-C1163325,5770,na,na
HEAD & SHOULDERS     2 en 1 classic shampooing antipelliculaire + soin jusqu'à 72h de protection 480ml,na,na,https://www.auchan.fr/head-shoulders-2-en-1-classic-shampooing-antipelliculaire-soin-jusqu-a-72h-de-protection/pr-C1412201,5771,"head   shoulders shampoing et apres shampoing   en   antipelliculaire cible la cause premiere des pellicules et offre jusqu’a    heures de protection contre les pellicules, les demangeaisons et la secheresse  pellicules visibles, avec une utilisation reguliere ; demangeaisons liees aux pellicules   sa formule avancee est testee dermatologiquement, possede un ph equilibre, est boostee par des antioxydants pour prendre soin des cheveux et du cuir chevelu, et elimine jusqu’a       des pellicules, un fait cliniquement prouve  avec une utilisation reguliere   le shampoing antipelliculaire et apres shampoing classic   en   nettoie les cheveux, tout en leur apportant fraicheur et hydratation intense  head   shoulders est la marque de shampoing numero   au monde  calcul p g base sur la categorie de shampoing annuelle  et se soucie de la planete   bouteille recyclable  a l’exception du bouchon, en fonction des installations de recyclage ",na
ULTRA DOUX     Shampoing enfants 2en1 à l'abricot et fleur de coton 250ml,na,na,https://www.auchan.fr/ultra-doux-shampoing-enfants-2en1-a-l-abricot-et-fleur-de-coton/pr-C1432012,5772,"shampooing garnier ultra doux   en    a l’abricot et a la fleur de coton pour enfants  resultat   les cheveux sont doux, demeles et brillants  ils sont plus faciles a coiffer et sentent bon l’abricot !",na
WILKINSON     Rasoir hydro 5 skin protection regular 1 rasoir,na,na,https://www.auchan.fr/wilkinson-rasoir-hydro-5-skin-protection-regular/pr-C1424222,5773,na,na
COSMIA MEN     Rasoir 5 lames Flex+ 1 rasoir,na,na,https://www.auchan.fr/cosmia-men-rasoir-5-lames-flex/pr-C1450069,5774,na,na
1 GILLETTE     Match 3 rasoir avec recharges 1 rasoir2 recharges,na,na,https://www.auchan.fr/gillette-match-3-rasoir-avec-recharges/pr-C1337509,5775,na,na
BIC     Recharges lames de rasoir hybrid 5 flex 4 recharges,na,na,https://www.auchan.fr/bic-recharges-lames-de-rasoir-hybrid-5-flex/pr-C1392616,5776,na,na
BIC     Rasoir hybrid 5 flex 1 rasoir + 2 recharges,na,na,https://www.auchan.fr/bic-rasoir-hybrid-5-flex/pr-C1361374,5777,na,na
COSMIA MEN     Flex+5 recharge 5 lames compatible rasoirs Activ3 et Flex+5 4 recharges,na,na,https://www.auchan.fr/cosmia-men-flex-5-recharge-5-lames-compatible-rasoirs-activ3-et-flex-5/pr-C1418025,5778,na,na
GILLETTE     Fusion 5 Power Recharges de lames de rasoir  6 recharges,na,na,https://www.auchan.fr/gillette-fusion-5-power-recharges-de-lames-de-rasoir/pr-C1363191,5779,le rasoir gillette fusion  power pour homme est un rasoir a pile qui envoie des micro impulsions apaisantes aidant a reduire le frottement afin que le rasoir glisse encore plus facilement sur la peau  il comporte   lames anti friction pour un rasage de pres et durable  ses lames etroitement rapprochees offrent un confort incroyable et il est dote  une lame de precision a l’arriere pour les zones difficiles d’acces comme le dessous du nez et les pattes ,na
WILKINSON     Extreme 3 Rasoir jetable eco green flexible 3 lames 4 rasoirs,na,na,https://www.auchan.fr/wilkinson-extreme-3-rasoir-jetable-eco-green-flexible-3-lames/pr-C1308828,5780,na,na
GILLETTE     Proshield recharge lames de rasoir 4 recharges,na,na,https://www.auchan.fr/gillette-proshield-recharge-lames-de-rasoir/pr-C1337508,5781,na,na
GILLETTE     Fusion 5 recharge lames de rasoir  6 recharges,na,na,https://www.auchan.fr/gillette-fusion-5-recharge-lames-de-rasoir/pr-C1337494,5782,na,na
1 WILKINSON     Sword Lames de rasoirs jetables avec diffuseur de gel hydratant 8 rasoirs,na,na,https://www.auchan.fr/wilkinson-sword-lames-de-rasoirs-jetables-avec-diffuseur-de-gel-hydratant/pr-C1247748,5783,ideal pour un confort sans effort a un prix tres attractif ,na
40 GILLETTE     Fusion Proshield rasoir flex ball 1 rasoir,na,na,https://www.auchan.fr/gillette-fusion-proshield-rasoir-flex-ball/pr-C1247492,5784,le rasoir pour homme gillette fusion proshield dispose de la technologie flexball qui s’adapte aux contours du visage  atteint quasiment tous les poils lubrification avant et apres le passage des lames dresse un bouclier pendant le rasage contre l’irritation les cinq lames de precision reduisent les tiraillements et les a coups  pour un confort incroyable   vs fusion  ,na
10 WILKINSON     Extra 2 precision rasoirs jetables 12 recharges,na,na,https://www.auchan.fr/wilkinson-extra-2-precision-rasoirs-jetables/pr-C1244920,5785,ideal pour un rasage efficace et economique,na
5 WILKINSON     Extra 3 essentials rasoirs jetables 8 rasoirs,na,na,https://www.auchan.fr/wilkinson-extra-3-essentials-rasoirs-jetables/pr-C1248367,5786,na,na
2 BIC     Sensitive 3 Rasoirs jetables pour homme 8 rasoirs,na,na,https://www.auchan.fr/bic-sensitive-3-rasoirs-jetables-pour-homme/pr-C1243706,5787,na,na
14 BIC     Flex 3 Rasoirs jetables 4 rasoirs,na,na,https://www.auchan.fr/bic-flex-3-rasoirs-jetables/pr-C1246368,5788,"offrez vous un rasage extra doux et precis avec le rasoir manuel pour homme bic flex   il possede trois lames mobiles nano technologie montees inidividuellement sur ressorts pour epouser parfaitement chaque contour de votre visage  son manche ergonomique et sa tete pivotante offrent un controle accru, tandis que sa bande lubrifiante enrichie en vitamine e et en aloe vera offre une glisse parfaite  disponible ici en pack de   ",na
2 GILLETTE     Recharges lames de rasoir mach 3 12 recharges,na,na,https://www.auchan.fr/gillette-recharges-lames-de-rasoir-mach-3/pr-C1249476,5789,"la recharge de lames de rasoir pour homme gillette mach  start offre un rasage de pres, sans rougeur, tout en etant plus agreable apres le   e rasage qu’un nouveau rasoir jetable a la premiere utilisation  par rapport a un rasoir jetable gillette blueii plus   chaque recharge de lame de rasoir est dotee de   lames duracomfort, qui procurent un confort longue duree, et d’une bande de gel qui protege votre peau des rougeurs  ces recharges de lames mach  start peuvent etre utilisees avec n’importe quel rasoir mach  ",na
6 WILKINSON     Rasoirs jetables sérum hydratant 3 rasoirs,na,na,https://www.auchan.fr/wilkinson-rasoirs-jetables-serum-hydratant/pr-C1246112,5790,na,na
2 GILLETTE     Blue 3 rasoirs jetables 3 lames 4 rasoirs,na,na,https://www.auchan.fr/gillette-blue-3-rasoirs-jetables-3-lames/pr-C1249326,5791,na,na
BIC     Rasoirs jetables 2 lames 10 rasoirs,na,na,https://www.auchan.fr/bic-rasoirs-jetables-2-lames/pr-C1243764,5792,"  le rasoir classique pour homme bic   sensitive possede   lames pour un rasage confortable   il est concu avec une tete fixe etroite qui permet un rasage precis dans les zones particulierement difficiles a atteindre   ses lames en acier inoxydable sont toutes deux revetues de polymere et de chrome, ce qui prolonge leur duree de vie et leur tranchant   ce rasoir   lames bic   sensitive, rapide et efficace, offre un rasage plus doux que le rasoir jetable   lame bic     le manche de ce rasoir homme non rechargeable est long pour apporter encore plus de precision et de controle ",na
4 GILLETTE     Sensor 3 rasoirs jetables 3 lames 6 rasoirs,na,na,https://www.auchan.fr/gillette-sensor-3-rasoirs-jetables-3-lames/pr-C1251221,5793,na,na
1 GILLETTE     Sensor 3 rasoirs jetables 3 lames 3 rasoirs,na,na,https://www.auchan.fr/gillette-sensor-3-rasoirs-jetables-3-lames/pr-C1249479,5794,na,na
GILLETTE     G 2 Plus recharges lames de rasoirs 10 recharges,na,na,https://www.auchan.fr/gillette-g-2-plus-recharges-lames-de-rasoirs/pr-C1258247,5795,"les lames gillette gii plus de gillette coupent le poil plus facilement, pour un rasage  un confort extraordinaire ",na
3 PHILIPS     One Blade recharges lames de rasoir 2 recharges,na,na,https://www.auchan.fr/philips-one-blade-recharges-lames-de-rasoir/pr-C1247784,5796,na,na
1 GILLETTE     Skinguard Sensitive recharge lames de rasoir 5 recharges,na,na,https://www.auchan.fr/gillette-skinguard-sensitive-recharge-lames-de-rasoir/pr-C1253991,5797,na,na
WILKINSON     Xtreme 3 rasoirs jetables black édition 10 rasoirs,na,na,https://www.auchan.fr/wilkinson-xtreme-3-rasoirs-jetables-black-edition/pr-C1246116,5798,na,na
144 GILLETTE     Fusion5 rasoir avec recharges 1 rasoir2 recharges,na,na,https://www.auchan.fr/gillette-fusion5-rasoir-avec-recharges/pr-C1251469,5799,na,na
1 WILKINSON     Quattro Titanium Sensitive recharges lames de rasoir 8 recharges,na,na,https://www.auchan.fr/wilkinson-quattro-titanium-sensitive-recharges-lames-de-rasoir/pr-C1244498,5800,na,na
2 GILLETTE     Fusion5 Proglide recharge lames de rasoir 4 recharges,na,na,https://www.auchan.fr/gillette-fusion5-proglide-recharge-lames-de-rasoir/pr-C1251995,5801,na,na
"2 PHILIPS     One Blade recharge lame de rasoir 1 recharge14,99€ / pceVendu parBoulanger",na,na,https://www.auchan.fr/philips-one-blade-recharge-lame-de-rasoir/pr-C1247785,5802,na,na
GILLETTE     Mach3+ recharges lames de rasoirs XL 8 recharges,na,na,https://www.auchan.fr/gillette-mach3-recharges-lames-de-rasoirs-xl/pr-C1251636,5803,na,na
3 GILLETTE     Mach 3 + recharges lames de rasoirs 5 recharges,na,na,https://www.auchan.fr/gillette-mach-3-recharges-lames-de-rasoirs/pr-C1251996,5804,na,na
PERFORMER     Recharges lames de rasoirs 3 lames compatible Gillette Mach3 5 recharges,na,na,https://www.auchan.fr/performer-recharges-lames-de-rasoirs-3-lames-compatible-gillette-mach3/pr-C1253106,5805,na,na
1 GILLETTE     Fusion5 Proglide recharge lames de rasoir 8 recharges,na,na,https://www.auchan.fr/gillette-fusion5-proglide-recharge-lames-de-rasoir/pr-C1251640,5806,na,na
PERFORMER     Recharges lames de rasoirs 3 lames compatible Gillette Mach3 8 recharges,na,na,https://www.auchan.fr/performer-recharges-lames-de-rasoirs-3-lames-compatible-gillette-mach3/pr-C1253105,5807,na,na
3 GILLETTE     Sensor Excel Lames rasoirs revêtement chrome 10 pièces,na,na,https://www.auchan.fr/gillette-sensor-excel-lames-rasoirs-revetement-chrome/pr-C1247942,5808,les lames gillette sensor excel permettent un rasage de pres confortable  les deux lames sensor® montees sur ressort s'ajustent automatiquement pour un rasage confortable tandis que les lamelles protectrices souples aident a etirer doucement votre peau pour vous procurer un rasage de pres  toutes les lames sensor® s'adaptent a  ensemble des rasoirs sensor® ,na
6 GILLETTE     Mach3+ rasoir avec recharges 1 rasoir2 recharges,na,na,https://www.auchan.fr/gillette-mach3-rasoir-avec-recharges/pr-C1258071,5809,"les rasoirs manuels pour homme gillette mach + possedent des lames plus resistantes que l’acier, qui restent plus longtemps affutees  par rapport a sensor    dotes de lames plus affutees  les   premieres lames par rapport a sensor , ils sont concus pour procurer    rasages confortables  ces rasoirs gillette possedent une bande lubrifiante qui glisse sur la peau pour la proteger contre les rougeurs, tandis que le garde confort avec micro lamelles tend votre peau pour preparer le poil a la coupe  le rasoir pour homme mach + est dote d’un manche de qualite premium, au design parfaitement equilibre, pour une experience de rasage exceptionnelle  le rasoir manuel pour homme mach + est compatible avec toutes les recharges de lames mach  ",na
134 GILLETTE     Mach3 Turbo rasoir avec recharges 1 rasoir2 recharges,na,na,https://www.auchan.fr/gillette-mach3-turbo-rasoir-avec-recharges/pr-C1251468,5810,na,na
3 MONSIEUR D     Epilateur à disques pour homme épaules torse & dos 5 disques,na,na,https://www.auchan.fr/monsieur-d-epilateur-a-disques-pour-homme-epaules-torse-dos/pr-C1246165,5811,na,na
GILLETTE     Fusion5 Power recharges lames de rasoirs 10 recharges,na,na,https://www.auchan.fr/gillette-fusion5-power-recharges-lames-de-rasoirs/pr-C1251237,5812,na,na
